,Address,Coordinates
11840,"11800  OF INDUSTRY , SAN DIEGO","(32.715738, -117.1610838)"
11841,"1800  GRAND AVENUE, SAN DIEGO","(32.798767, -117.236597)"
11842,"700  ROBINSON AVENUE, SAN DIEGO","(32.7469589, -117.158387)"
11843,"1800  DIAMOND STREET, SAN DIEGO","(32.8036611, -117.2379577)"
11844,"4000  44TH STREET, SAN DIEGO","(32.7496365, -117.0998242)"
11845,"2000  EBERS STREET, SAN DIEGO","(32.7453933, -117.2444033)"
11846,"11000  VISTA SORRENTO PARKWAY, SAN DIEGO","(32.9152173, -117.2293516)"
11847,"4500  EL CAJON BOULEVARD, SAN DIEGO","(32.7553282, -117.0975753)"
11848,"5500  FRIARS ROAD, SAN DIEGO","(32.7640981, -117.1931219)"
11849,"4200  EASTGATE MALL, SAN DIEGO","(32.8770425, -117.2162268)"
11850,"200  ENCINITAS AVENUE, SAN DIEGO","(32.7056155, -117.0222027)"
11851,"5200  EL CAJON BOULEVARD, SAN DIEGO","(32.7573598, -117.0833869)"
11852,"4500  UNIVERSITY AVENUE, SAN DIEGO","(32.7496047, -117.0976821)"
11853,"1700  EUCLID AVENUE, SAN DIEGO","(32.7229292, -117.0852033)"
11854,"800  REEF DRIVE, SAN DIEGO","(32.5818377, -117.0641248)"
11855,"3300  ROSECRANS STREET, SAN DIEGO","(32.7478485, -117.2081916)"
11856,"500 E SAN YSIDRO BOULEVARD, SAN DIEGO","(32.5494989, -117.036002)"
11857,"500  15TH STREET, SAN DIEGO","(32.7105364, -117.1503772)"
11858,"2700  HARBOR DRIVE, SAN DIEGO","(32.7274734, -117.1801031)"
11859,"3300  OCEAN VIEW BOULEVARD, SAN DIEGO","(32.7012235, -117.1222669)"
11860,"8000  ARMOUR STREET, SAN DIEGO","(32.8203614, -117.1511122)"
11861,"12900  RANCHO PENASQUITOS BOULEVARD, SAN DIEGO","(32.95171, -117.1078345)"
11862,"0  BIRD ROCK AVENUE, SAN DIEGO","(32.8157431, -117.2699876)"
11863,"3400  MARKET STREET, SAN DIEGO","(32.7116401, -117.1182021)"
11864,"8600  MIRAMAR ROAD, SAN DIEGO","(32.8920832, -117.1387936)"
11865,"7000  PETIT STREET, SAN DIEGO","(32.8183432, -117.1681968)"
11866,"4100  39TH STREET, SAN DIEGO","(32.7515351, -117.11063)"
11867,"4700  MISSION GORGE PLACE, SAN DIEGO","(32.7825116, -117.0919499)"
11868,"13500  CAM DEL SUR , SAN DIEGO","(32.9680395, -117.148764)"
11869,"12600  BELLE FLEUR WAY, SAN DIEGO","(32.9480435, -117.1018683)"
11870,"1400  SCOTT STREET, SAN DIEGO","(32.7244229, -117.2278292)"
11871,"200 W WASHINGTON STREET, SAN DIEGO","(32.7499548, -117.1650448)"
11872,"10600  NORTH TORREY PINES ROAD, SAN DIEGO","(32.8953737, -117.2414655)"
11873,"3300  RIVIERA DRIVE, SAN DIEGO","(32.7798679, -117.2362789)"
11874,"4300  MONTALVO STREET, SAN DIEGO","(32.749162, -117.230981)"
11875,"2600  CLAIREMONT DRIVE, SAN DIEGO","(32.7904747, -117.2032982)"
11876,"9600  CAM RUIZ , SAN DIEGO","(32.8957509, -117.1350147)"
11877,"3900  MARKET STREET, SAN DIEGO","(32.7115685, -117.1105206)"
11878,"1100 S 28TH STREET, SAN DIEGO","(32.6944506, -117.1338014)"
11879,"16400  BERNARDO CENTER DRIVE, SAN DIEGO","(33.0128, -117.082088)"
11880,"3500  KENYON STREET, SAN DIEGO","(32.7499739, -117.2156598)"
11881,"4600  MONTEZUMA ROAD, SAN DIEGO","(32.7710701, -117.0931304)"
11882,"1100  G STREET, SAN DIEGO","(32.7126032, -117.1546784)"
11883,"3500  HANCOCK STREET, SAN DIEGO","(32.7569984, -117.2087832)"
11884,"15100  SAN DIEGUITO ROAD, SAN DIEGO","(32.9791536, -117.206793)"
11885,"1900  GARNET AVENUE, SAN DIEGO","(32.8010031, -117.2353178)"
11886,"13000  PASEO LUCIDO , SAN DIEGO","(32.9968565, -117.0677751)"
11887,"13500  SABRE SPRINGS PARKWAY, SAN DIEGO","(32.9620885, -117.0921036)"
11888,"11900  RANCHO BERNARDO ROAD, SAN DIEGO","(33.0233108, -117.0742392)"
11889,"1600  GARNET AVENUE, SAN DIEGO","(32.7998425, -117.2407445)"
11890,"10200  SCRIPPS POWAY PARKWAY, SAN DIEGO","(32.9364613, -117.110508)"
11891,"1100  WEST MORENA BOULEVARD, SAN DIEGO","(32.7672006, -117.2001285)"
11892,"5300  AIRWAY ROAD, SAN DIEGO","(32.5669351, -117.0196359)"
11893,"12300  WORLD TRADE DRIVE, SAN DIEGO","(32.9886457, -117.0725117)"
11894,"3000  GREELY AVENUE, SAN DIEGO","(32.6980509, -117.1294706)"
11895,"700  SATURN BOULEVARD, SAN DIEGO","(32.5840825, -117.0930814)"
11896,"17000  WEST BERNARDO DRIVE, SAN DIEGO","(33.0239271, -117.0821984)"
11897,"1000  ELWOOD AVENUE, SAN DIEGO","(32.7161258, -117.083212)"
11898,"5900  EL CAJON BOULEVARD, SAN DIEGO","(32.7599579, -117.0704604)"
11899,"3800  GOVERNOR DRIVE, SAN DIEGO","(32.8545421, -117.205991)"
11900,"7900  PLAYMOR TERRACE, SAN DIEGO","(32.8614495, -117.2170649)"
11901,"2100  OSBORN STREET, SAN DIEGO","(32.6847679, -117.1098741)"
11902,"8500  CARMEL MTN ROAD, SAN DIEGO","(32.9608154, -117.1420566)"
11903,"1100  17TH STREET, SAN DIEGO","(32.7168126, -117.1485888)"
11904,"700 E SAN YSIDRO BOULEVARD, SAN DIEGO","(32.5452999, -117.030612)"
11905,"7900  SKYLINE DRIVE, SAN DIEGO","(32.7026178, -117.0306596)"
11906,"2000  QUALCOMM WAY, SAN DIEGO","(32.7695809, -117.1397255)"
11907,"1600  NATIONAL AVENUE, SAN DIEGO","(32.7042305, -117.1497461)"
11908,"2800  IMPERIAL AVENUE, SAN DIEGO","(32.7066021, -117.1338419)"
11909,"18800  BERNARDO HEIGHTS PARKWAY, SAN DIEGO","(33.015092, -117.0765074)"
11910,"1000  BROADWAY , SAN DIEGO","(32.7159407, -117.1554462)"
11911,"2400  SUNSET CLIFFS BOULEVARD, SAN DIEGO","(32.7516967, -117.2415831)"
11912,"4300  MYRTLE AVENUE, SAN DIEGO","(32.7421551, -117.1020835)"
11913,"8400  BALBOA AVENUE, SAN DIEGO","(32.8220689, -117.1448484)"
11914,"2700  MISSION VILLAGE DRIVE, SAN DIEGO","(32.7947485, -117.1242186)"
11915,"2200  EL CAJON BOULEVARD, SAN DIEGO","(32.7556053, -117.1410667)"
11916,"11600  RANCHO BERNARDO ROAD, SAN DIEGO","(33.0238871, -117.0820511)"
11917,"2800  MAIN STREET, SAN DIEGO","(32.6928022, -117.1336569)"
11918,"6900  KEARNY VILLA ROAD, SAN DIEGO","(32.8580953, -117.1178803)"
11919,"4900  SANTO ROAD, SAN DIEGO","(32.8234244, -117.1041575)"
11920,"100  AVERIL ROAD, SAN DIEGO","(32.5560868, -117.054292)"
11921,"9500  CABOT DRIVE, SAN DIEGO","(32.893567, -117.1446762)"
11922,"15000  INNOVATION DRIVE, SAN DIEGO","(32.9887041, -117.0769923)"
11923,"5500  MIRAMAR ROAD, SAN DIEGO","(32.8770298, -117.1885734)"
11924,"4900  CONVOY STREET, SAN DIEGO","(32.8308821, -117.1532556)"
11925,"1200  UNION STREET, SAN DIEGO","(32.7177671, -117.1656386)"
11926,"600  RAVEN STREET, SAN DIEGO","(32.7115375, -117.1076236)"
11927,"3800  PACIFIC HIGHWAY, SAN DIEGO","(32.7425195, -117.1892997)"
11928,"12400  HEATHERTON COURT, SAN DIEGO","(32.9441369, -117.0885686)"
11929,"9200  NORTH TORREY PINES ROAD, SAN DIEGO","(32.8712493, -117.2435596)"
11930,"300 E SAN YSIDRO BOULEVARD, SAN DIEGO","(32.5515906, -117.0398074)"
11931,"5400  COLLEGE GROVE DRIVE, SAN DIEGO","(32.7359243, -117.0795345)"
11932,"5100  FEDERAL BOULEVARD, SAN DIEGO","(32.7217451, -117.0846027)"
11933,"400 S MEADOWBROOK DRIVE, SAN DIEGO","(32.6992659, -117.0275506)"
11934,"4200  HOME AVENUE, SAN DIEGO","(32.7245411, -117.1051462)"
11935,"5400  REPECHO DRIVE, SAN DIEGO","(32.8314592, -117.112193)"
11936,"8500  COSTA VERDE BOULEVARD, SAN DIEGO","(32.8664495, -117.2165652)"
11937,"2600  EL CAJON BOULEVARD, SAN DIEGO","(32.7553799, -117.1363685)"
11938,"10400  CAMTO ALVAREZ , SAN DIEGO","(32.9053226, -117.169329)"
11939,"3700  RIVIERA DRIVE, SAN DIEGO","(32.7861968, -117.2397084)"
11940,"100  JUNIPER STREET, SAN DIEGO","(32.7292801, -117.1639138)"
11941,"6300  COLLEGE GROVE WAY, SAN DIEGO","(32.7388141, -117.0589785)"
11942,"4800  DEL MAR HEIGHTS ROAD, SAN DIEGO","(32.9613509, -117.2082427)"
11943,"8800  MIRA MESA BOULEVARD, SAN DIEGO","(32.9132927, -117.134542)"
11944,"1400  TORREY PINES ROAD, SAN DIEGO","(32.8459972, -117.2686335)"
11945,"4300  ARAGON WAY, SAN DIEGO","(32.7554471, -117.0547724)"
11946,"2400  LA JOLLA PARKWAY, SAN DIEGO","(32.8485342, -117.2478864)"
11947,"6900  GLENROY STREET, SAN DIEGO","(32.7978937, -117.0765633)"
11948,"7600  CLAIREMONT MESA BOULEVARD, SAN DIEGO","(32.8332834, -117.1560382)"
11949,"6500  RADIO DRIVE, SAN DIEGO","(32.72251850000001, -117.0576128)"
11950,"2300  MOORE STREET, SAN DIEGO","(32.7481426, -117.1932803)"
11951,"8900  GOLD COAST DRIVE, SAN DIEGO","(32.9055178, -117.132962)"
11952,"600 E SAN YSIDRO BOULEVARD, SAN DIEGO","(32.54872280000001, -117.0352104)"
11953,"2100  PAN AMERICAN EAST ROAD, SAN DIEGO","(32.7302156, -117.1503257)"
11954,"4200  MARLBOROUGH AVENUE, SAN DIEGO","(32.7533321, -117.1064206)"
11955,"700  B STREET, SAN DIEGO","(32.7177946, -117.1583486)"
11956,"4400  WIGHTMAN STREET, SAN DIEGO","(32.7478897, -117.0997135)"
11957,"4400  DWIGHT STREET, SAN DIEGO","(32.7440116, -117.0999202)"
11958,"100  PARK BOULEVARD, SAN DIEGO","(32.7070337, -117.1557395)"
11959,"300 S 40TH STREET, SAN DIEGO","(32.7027748, -117.1080944)"
11960,"2500  04TH AVENUE, SAN DIEGO","(32.7319405, -117.1596279)"
11961,"1500  CAM DE LA REINA , SAN DIEGO","(32.7681323, -117.1537646)"
11962,"3200  JEFFERSON STREET, SAN DIEGO","(32.7558274, -117.2037854)"
11963,"200  EUCLID AVENUE, SAN DIEGO","(32.7059215, -117.0850749)"
11964,"5300  LA CUENTA DRIVE, SAN DIEGO","(32.8270483, -117.0958603)"
11965,"4000  EL CAJON BOULEVARD, SAN DIEGO","(32.7552594, -117.109269)"
11966,"700  VENTURA PLACE, SAN DIEGO","(32.7721747, -117.2525503)"
11967,"4400  MONTEZUMA ROAD, SAN DIEGO","(32.7718518, -117.0945594)"
11968,"4400  MONTEZUMA AVENUE, SAN DIEGO","(32.7445345, -117.2001443)"
11969,"10700  BLACK MTN ROAD, SAN DIEGO","(32.9136738, -117.1245749)"
11970,"800  09TH AVENUE, SAN DIEGO","(32.715738, -117.1610838)"
11971,"7600  COPLEY PARK PLACE, SAN DIEGO","(32.83654690000001, -117.1553291)"
11972,"2900  KURTZ STREET, SAN DIEGO","(32.7518379, -117.2024613)"
11973,"4200  COLLEGE AVENUE, SAN DIEGO","(32.7528968, -117.0645322)"
11974,"8100  MISSION GORGE ROAD, SAN DIEGO","(32.8385575, -116.9737455)"
11975,"300 W MARKET STREET, SAN DIEGO","(32.7115114, -117.1656088)"
11976,"9600  BLACK MTN ROAD, SAN DIEGO","(32.8974263, -117.1233653)"
11977,"3200  BOUNDARY STREET, SAN DIEGO","(32.7390037, -117.1201126)"
11978,"6900  LA JOLLA BOULEVARD, SAN DIEGO","(32.8317582, -117.2769298)"
11979,"4100  DECORO STREET, SAN DIEGO","(32.8641268, -117.216476)"
11980,"500  NAUTILUS STREET, SAN DIEGO","(32.8318107, -117.276584)"
11981,"200  WEST PARK AVENUE, SAN DIEGO","(32.5546178, -117.0445235)"
11982,"1800  SUNSET CLIFFS BOULEVARD, SAN DIEGO","(32.7430525, -117.2490455)"
11983,"5600  WARING ROAD, SAN DIEGO","(32.7965123, -117.0707387)"
11984,"7000  JACKSON DRIVE, SAN DIEGO","(32.7968671, -117.031944)"
11985,"2800  UNIVERSITY AVENUE, SAN DIEGO","(32.748678, -117.1336677)"
11986,"7600  LINDA VISTA ROAD, SAN DIEGO","(32.800933, -117.1581875)"
11987,"1100  BROADWAY , SAN DIEGO","(32.7162212, -117.1543344)"
11988,"300  17TH STREET, SAN DIEGO","(32.708395, -117.1485605)"
11989,"4400  MONTEZUMA ROAD, SAN DIEGO","(32.7718518, -117.0945594)"
11990,"2000  GARNET AVENUE, SAN DIEGO","(32.801394, -117.2335118)"
11991,"4200  PACIFIC HIGHWAY, SAN DIEGO","(32.7451596, -117.1947492)"
11992,"4800  KANSAS STREET, SAN DIEGO","(32.7647562, -117.131456)"
11993,"4400  MONTEZUMA ROAD, SAN DIEGO","(32.7718518, -117.0945594)"
11994,"600 S 39TH STREET, SAN DIEGO","(32.6995898, -117.1103684)"
11995,"4000  LA JOLLA VILLAGE DRIVE, SAN DIEGO","(32.871106, -117.220325)"
11996,"11400  CAMTO MAGNIFICA , SAN DIEGO","(32.9108175, -117.0782615)"
11997,"2300  SUNSET CLIFFS BOULEVARD, SAN DIEGO","(32.7508617, -117.242362)"
11998,"3700  INGRAHAM STREET, SAN DIEGO","(32.7869927, -117.2371612)"
11999,"4800  EL CAJON BOULEVARD, SAN DIEGO","(32.7561975, -117.0911422)"
12000,"5700  MADRA AVENUE, SAN DIEGO","(32.7822877, -117.0599739)"
12001,"0  HOME AVENUE, SAN DIEGO","(32.7273314, -117.101559)"
12002,"11300  VISTA SORRENTO PARKWAY, SAN DIEGO","(32.9184705, -117.2296005)"
12003,"10800  BLACK MTN ROAD, SAN DIEGO","(32.917241, -117.1248799)"
12004,"5400  IMPERIAL AVENUE, SAN DIEGO","(32.7070865, -117.0787924)"
12005,"1600  CHATSWORTH BOULEVARD, SAN DIEGO","(32.7316493, -117.2391565)"
12006,"0  FAIRMOUNT AVENUE, SAN DIEGO","(32.7564526, -117.1008201)"
12007,"5200  MT BLANCA DRIVE, SAN DIEGO","(32.8135422, -117.1837789)"
12008,"9900  KIKA COURT, SAN DIEGO","(32.9408586, -117.1146087)"
12009,"7500  EADS AVENUE, SAN DIEGO","(32.8400056, -117.2751812)"
12010,"3100  MANDAN WAY, SAN DIEGO","(32.8331604, -117.2177917)"
12011,"4600  NIMITZ BOULEVARD, SAN DIEGO","(32.7512481, -117.2361204)"
12012,"3800  PENDIENTE COURT, SAN DIEGO","(32.8141001, -117.0838363)"
12013,"0  LA JOLLA SCENIC S DRIVE, SAN DIEGO","(32.8314965, -117.2522227)"
12014,"4300  POWDERHORN DRIVE, SAN DIEGO","(32.5854555, -117.0409104)"
12015,"3900  45TH STREET, SAN DIEGO","(32.747731, -117.0976497)"
12016,"3100  EL CAJON BOULEVARD, SAN DIEGO","(32.7554086, -117.127708)"
12017,"3300  ROSECRANS STREET, SAN DIEGO","(32.7478485, -117.2081916)"
12018,"2700  MIDWAY DRIVE, SAN DIEGO","(32.7497828, -117.2058942)"
12019,"4100  LEMONSEED DRIVE, SAN DIEGO","(32.5843418, -117.0444046)"
12020,"11300  AVNDA DE LOS LOBOS , SAN DIEGO","(33.003808, -117.0934864)"
12021,"300  MARKETPLACE AVENUE, SAN DIEGO","(32.7029783, -117.099488)"
12022,"3600  EUCLID AVENUE, SAN DIEGO","(32.7439732, -117.0923539)"
12023,"2700  01ST AVENUE, SAN DIEGO","(32.715738, -117.1610838)"
12024,"7300  REGNER ROAD, SAN DIEGO","(32.8130142, -117.0166771)"
12025,"0  AERO DRIVE, SAN DIEGO","(32.809844, -117.1293804)"
12026,"9300  MIRA MESA BOULEVARD, SAN DIEGO","(32.9172417, -117.1247601)"
12027,"3000  JUNIPER STREET, SAN DIEGO","(32.7296525, -117.1295676)"
12028,"2400  PALM AVENUE, SAN DIEGO","(32.5839013, -117.0822948)"
12029,"800  28TH STREET, SAN DIEGO","(32.71437450000001, -117.1337575)"
12030,"1200  CAM DEL RIO NORTH , SAN DIEGO","(32.7669328, -117.15328)"
12031,"7200  ALSACIA STREET, SAN DIEGO","(32.6842116, -117.036763)"
12032,"4100  54TH STREET, SAN DIEGO","(32.7516723, -117.0797367)"
12033,"8400  MIRAMAR ROAD, SAN DIEGO","(32.8919843, -117.1412883)"
12034,"5100  PACIFIC HIGHWAY, SAN DIEGO","(32.7667542, -117.2072801)"
12035,"3100  CANON STREET, SAN DIEGO","(32.7221139, -117.232885)"
12036,"10400  MAYA LINDA ROAD, SAN DIEGO","(32.9072404, -117.1174459)"
12037,"4200  45TH STREET, SAN DIEGO","(32.7531522, -117.0976227)"
12038,"3300  LEBON DRIVE, SAN DIEGO","(32.8649322, -117.2254248)"
12039,"12800  CARMEL COUNTRY ROAD, SAN DIEGO","(32.9527527, -117.2289956)"
12040,"1200  MORENA BOULEVARD, SAN DIEGO","(32.77013110000001, -117.2016263)"
12041,"8300  MIRA MESA BOULEVARD, SAN DIEGO","(32.9136598, -117.1448019)"
12042,"3100  HEALTH CENTER DRIVE, SAN DIEGO","(32.8003034, -117.1553148)"
12043,"9200  HILLERY DRIVE, SAN DIEGO","(32.9130931, -117.1269957)"
12044,"3400  SPORTS ARENA BOULEVARD, SAN DIEGO","(32.7534819, -117.2102829)"
12045,"4600  CARMEL MTN ROAD, SAN DIEGO","(32.9211637, -117.2168665)"
12046,"4000  ADAMS AVENUE, SAN DIEGO","(32.7632768, -117.1092336)"
12047,"3600  ROSECRANS STREET, SAN DIEGO","(32.7510321, -117.2056928)"
12048,"10900  AVNDA DE LOS LOBOS , SAN DIEGO","(32.9993056, -117.0968726)"
12049,"800  SATURN BOULEVARD, SAN DIEGO","(32.581984, -117.0926761)"
12050,"3100  MAIN STREET, SAN DIEGO","(32.6928306, -117.1272633)"
12051,"400  SEA WORLD DRIVE, SAN DIEGO","(32.761387, -117.2240883)"
12052,"7200  NAVAJO ROAD, SAN DIEGO","(32.8044536, -117.0386589)"
12053,"0  AUTO CIRCLE, SAN DIEGO","(32.7658018, -117.1487574)"
12054,"1300  TORREY PINES ROAD, SAN DIEGO","(32.8448211, -117.2699116)"
12055,"7000  CLAIREMONT MESA BOULEVARD, SAN DIEGO","(32.8330384, -117.1642917)"
12056,"1700  02ND AVENUE, SAN DIEGO","(32.7162556, -117.1633271)"
12057,"15700  BERNARDO CENTER DRIVE, SAN DIEGO","(33.0059102, -117.0952172)"
12058,"4700  OCEANVIEW BOULEVARD, SAN DIEGO","(32.7004736, -117.0937477)"
12059,"2900  K STREET, SAN DIEGO","(32.708638, -117.1319057)"
12060,"4000  ESTRELLA AVENUE, SAN DIEGO","(32.7495566, -117.0901364)"
12061,"2400  HOPKINS STREET, SAN DIEGO","(32.67336600000001, -117.0674118)"
12062,"500 S EVANS STREET, SAN DIEGO","(32.7024306, -117.1378175)"
12063,"11900  WORLD TRADE DRIVE, SAN DIEGO","(32.9790132, -117.076698)"
12064,"6900  MISSION GORGE ROAD, SAN DIEGO","(32.7990179, -117.0927005)"
12065,"1600  PERSHING DRIVE, SAN DIEGO","(32.7217847, -117.1437317)"
12066,"400  ATHEY AVENUE, SAN DIEGO","(32.5657535, -117.0529614)"
12067,"1600  MARKET STREET, SAN DIEGO","(32.7115468, -117.149448)"
12068,"5800  DIVISION STREET, SAN DIEGO","(32.6927555, -117.0734655)"
12069,"8600  GILMAN DRIVE, SAN DIEGO","(32.864208, -117.2362828)"
12070,"1900  HARBOR DRIVE, SAN DIEGO","(32.7276034, -117.1777626)"
12071,"4300  C STREET, SAN DIEGO","(32.7170978, -117.1197569)"
12072,"9200  MIRA MESA BOULEVARD, SAN DIEGO","(32.9176125, -117.1255025)"
12073,"600  EUCLID AVENUE, SAN DIEGO","(32.7117701, -117.0854629)"
12074,"4400  DAYTON STREET, SAN DIEGO","(32.7581847, -117.0773881)"
12075,"3500  COLLEGE AVENUE, SAN DIEGO","(32.7442977, -117.0546726)"
12076,"3500  SORRENTO VALLEY BOULEVARD, SAN DIEGO","(32.9013287, -117.2231644)"
12077,"2900  SUNSET CLIFFS BOULEVARD, SAN DIEGO","(32.7543192, -117.2368453)"
12078,"0  MADISON AVENUE, SAN DIEGO","(32.7610366, -117.1295865)"
12079,"4700  CLAIREMONT DRIVE, SAN DIEGO","(32.8308557, -117.2059225)"
12080,"4500  ALABAMA STREET, SAN DIEGO","(32.7591142, -117.1425627)"
12081,"500 W MARKET STREET, SAN DIEGO","(32.7115222, -117.1673915)"
12082,"2800  KEEN DRIVE, SAN DIEGO","(32.6724588, -117.0489909)"
12083,"3900  OHIO STREET, SAN DIEGO","(32.748497, -117.1288974)"
12084,"8500  CALLE CRISTOBAL , SAN DIEGO","(32.9320458, -117.1447504)"
12085,"5000  AUTO CIRCLE , SAN DIEGO","(32.7668944, -117.1534393)"
12086,"2200  BELT STREET, SAN DIEGO","(32.6933958, -117.1438038)"
12087,"4300  UNIVERSITY AVENUE, SAN DIEGO","(32.7498668, -117.1015222)"
12088,"14600  CARMEL VALLEY ROAD, SAN DIEGO","(32.9872664, -117.1303985)"
12089,"5400  EL CAJON BOULEVARD, SAN DIEGO","(32.7579258, -117.079265)"
12090,"1800  BAYVIEW HEIGHTS DRIVE, SAN DIEGO","(32.7244162, -117.0773697)"
12091,"5100  COLLEGE AVENUE, SAN DIEGO","(32.7708564, -117.0700634)"
12092,"8500  GILMAN DRIVE, SAN DIEGO","(32.8624481, -117.2362872)"
12093,"9700  AERO DRIVE, SAN DIEGO","(32.8087439, -117.1190331)"
12094,"4300  PACIFIC HIGHWAY, SAN DIEGO","(32.7475488, -117.1986366)"
12095,"4900  LONGFORD STREET, SAN DIEGO","(32.834496, -117.1826961)"
12096,"9700  MIRA MESA BOULEVARD, SAN DIEGO","(32.9173255, -117.1180269)"
12097,"5200  MONTEZUMA ROAD, SAN DIEGO","(32.7708628, -117.0844814)"
12098,"1800  CATALINA BOULEVARD, SAN DIEGO","(32.7367571, -117.2387908)"
12099,"400 S MEADOWBROOK DRIVE, SAN DIEGO","(32.6992659, -117.0275506)"
12100,"900  14TH STREET, SAN DIEGO","(32.7147011, -117.1519739)"
12101,"3000  MYRTLE AVENUE, SAN DIEGO","(32.7421426, -117.1300709)"
12102,"9500  FRIARS ROAD, SAN DIEGO","(32.7873115, -117.1183991)"
12103,"1800  EAST MISSION BAY DRIVE, SAN DIEGO","(32.7779648, -117.2099184)"
12104,"7800  NAVAJO ROAD, SAN DIEGO","(32.80432, -117.0383218)"
12105,"2900  BEECH STREET, SAN DIEGO","(32.7213347, -117.1320233)"
12106,"4400  EUCLID AVENUE, SAN DIEGO","(32.7559539, -117.0920799)"
12107,"5300  LEA STREET, SAN DIEGO","(32.7446725, -117.0824281)"
12108,"7700  MIRA MESA BOULEVARD, SAN DIEGO","(32.90981, -117.1586794)"
12109,"2200  HONEY DRIVE, SAN DIEGO","(32.6857988, -117.0421686)"
12110,"8400  NEW SALEM STREET, SAN DIEGO","(32.9140163, -117.1383963)"
12111,"3000  DEL MAR HEIGHTS ROAD, SAN DIEGO","(32.9511815, -117.2417072)"
12112,"8900  VILLA LA JOLLA DRIVE, SAN DIEGO","(32.8703108, -117.2339395)"
12113,"15900  CAM DEL NORTE , SAN DIEGO","(33.0046055, -117.0920443)"
12114,"1600  DAIRY MART ROAD, SAN DIEGO","(32.5673863, -117.063355)"
12115,"1000  ESSEX STREET, SAN DIEGO","(32.7474601, -117.1552542)"
12116,"3000  EL CAJON BOULEVARD, SAN DIEGO","(32.7554061, -117.1301928)"
12117,"7600  MIRAMAR ROAD, SAN DIEGO","(32.8844444, -117.1526407)"
12118,"3700  RICHMOND STREET, SAN DIEGO","(32.7453535, -117.1512256)"
12119,"2900  LA JOLLA VILLAGE DRIVE, SAN DIEGO","(32.8703331, -117.240767)"
12120,"300 W SAN YSIDRO BOULEVARD, SAN DIEGO","(32.554586, -117.0497923)"
12121,"11200  CAM RUIZ , SAN DIEGO","(32.9250686, -117.1440688)"
12122,"1500  GARNET AVENUE, SAN DIEGO","(32.7996027, -117.2427579)"
12123,"3500  MARKET STREET, SAN DIEGO","(32.7116315, -117.1179566)"
12124,"1600  PERSHING DRIVE, SAN DIEGO","(32.7217847, -117.1437317)"
12125,"9900  CARMEL MTN ROAD, SAN DIEGO","(32.9604818, -117.1144244)"
12126,"4400  CAM DE LA PLAZA , SAN DIEGO","(32.5441377, -117.0411224)"
12127,"6800  LANEWOOD COURT, SAN DIEGO","(32.8101877, -117.1714589)"
12128,"1200  PROSPECT STREET, SAN DIEGO","(32.8492119, -117.2729164)"
12129,"1200  CAVE STREET, SAN DIEGO","(32.8477292, -117.272212)"
12130,"600  01ST AVENUE, SAN DIEGO","(32.715738, -117.1610838)"
12131,"5100  EL CAJON BOULEVARD, SAN DIEGO","(32.7575208, -117.0844878)"
12132,"9800  MIRA MESA BOULEVARD, SAN DIEGO","(32.9173065, -117.1173768)"
12133,"0  LA JOLLA BOULEVARD, SAN DIEGO","(32.816501, -117.2708953)"
12134,"400  B STREET, SAN DIEGO","(32.7177857, -117.161084)"
12135,"800  TOYNE STREET, SAN DIEGO","(32.7133813, -117.1037328)"
12136,"3200  FORDHAM STREET, SAN DIEGO","(32.7498351, -117.2147058)"
12137,"11900  EL CAMINO REAL , SAN DIEGO","(32.9347159, -117.2371576)"
12138,"4300  KEARNY MESA ROAD, SAN DIEGO","(32.819015, -117.1491901)"
12139,"700  MARKET STREET, SAN DIEGO","(32.7115467, -117.1583003)"
12140,"11000  WESTVIEW PARKWAY, SAN DIEGO","(32.9193295, -117.1204202)"
12141,"2700  GENESEE AVENUE, SAN DIEGO","(32.7915723, -117.1660066)"
12142,"11000  CANYON MESA LANE, SAN DIEGO","(32.9183664, -117.159624)"
12143,"3100  SPORTS ARENA BOULEVARD, SAN DIEGO","(32.7519338, -117.2053239)"
12144,"5400  COLLEGE GROVE DRIVE, SAN DIEGO","(32.7359243, -117.0795345)"
12145,"1500  GOLDFIELD STREET, SAN DIEGO","(32.7788728, -117.2071683)"
12146,"1700  04TH AVENUE, SAN DIEGO","(32.7548564, -117.1616766)"
12147,"400  EUCLID AVENUE, SAN DIEGO","(32.7091662, -117.0850959)"
12148,"3000  GUILITOY AVENUE, SAN DIEGO","(32.8306371, -117.2209642)"
12149,"6900  LINDA VISTA ROAD, SAN DIEGO","(32.7835407, -117.1717605)"
12150,"3300  BALBOA DRIVE, SAN DIEGO","(32.7399839, -117.1585153)"
12151,"4700  ZION AVENUE, SAN DIEGO","(32.7929654, -117.0938007)"
12152,"6700  EL CAJON BOULEVARD, SAN DIEGO","(32.7685881, -117.0536315)"
12153,"6000  RADIO DRIVE, SAN DIEGO","(32.71666890000001, -117.0679458)"
12154,"3600  VALLEY CENTRE DRIVE, SAN DIEGO","(32.9361252, -117.2379722)"
12155,"11100  NORTH TORREY PINES ROAD, SAN DIEGO","(32.90358, -117.2433165)"
12156,"100 W SAN YSIDRO BOULEVARD, SAN DIEGO","(32.5522555, -117.0445698)"
12157,"4400  G STREET, SAN DIEGO","(32.71326820000001, -117.1243243)"
12158,"0  FOGG STREET, SAN DIEGO","(32.8022336, -117.2248698)"
12159,"4700  59TH STREET, SAN DIEGO","(32.7627031, -117.0709628)"
